key,date,place_id,wikidata,datacommons,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,locality_code,locality_name,3166-1-alpha-2,3166-1-alpha-3,aggregation_level,new_confirmed,new_deceased,new_recovered,new_tested,total_confirmed,total_deceased,total_recovered,total_tested,new_hospitalized,total_hospitalized,current_hospitalized,new_intensive_care,total_intensive_care,current_intensive_care,new_ventilator,total_ventilator,current_ventilator,population,population_male,population_female,rural_population,urban_population,largest_city_population,clustered_population,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_89,population_age_90_99,population_age_80_and_older,gdp,gdp_per_capita,human_capital_index,open_street_maps,latitude,longitude,elevation,area,rural_area,urban_area,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,hospital_beds,nurses,physicians,health_expenditure,out_of_pocket_health_expenditure,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,noaa_station,noaa_distance,average_temperature,minimum_temperature,maximum_temperature,rainfall,snowfall,dew_point,relative_humidity
HR,2020-01-01,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,,,,,,,HR,HRV,0,0,0,,,0,0,,,,,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,182632,45658,217633,60917594400,14868,0.723,214885,45.25,15.466667,,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14328099999,18.392578,1.283333,-3.077778,7.3,0.0,71.12,-4.024691,69.000106
HR,2020-01-02,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,,,,,,,HR,HRV,0,0,0,,,0,0,,,,,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,182632,45658,217633,60917594400,14868,0.723,214885,45.25,15.466667,,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14328099999,18.392578,1.094444,-3.95,8.711111,0.0,40.64,-5.666667,65.606045
HR,2020-01-03,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,,,,,,,HR,HRV,0,0,0,,,0,0,,,,,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,182632,45658,217633,60917594400,14868,0.723,214885,45.25,15.466667,,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14328099999,18.392578,1.777778,-3.527778,9.338889,0.0,10.16,-4.512346,64.487793
HR,2020-01-04,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,,,,,,,HR,HRV,0,0,0,,,0,0,,,,,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,182632,45658,217633,60917594400,14868,0.723,214885,45.25,15.466667,,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14328099999,18.392578,3.311111,-2.116667,9.65,0.0,10.16,-2.135802,67.938036
HR,2020-01-05,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,,,,,,,HR,HRV,0,0,0,,,0,0,,,,,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,182632,45658,217633,60917594400,14868,0.723,214885,45.25,15.466667,,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14328099999,18.392578,1.622222,-2.861111,6.666667,0.0254,,-6.302469,56.286578
HR,2020-01-06,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,,,,,,,HR,HRV,0,0,0,,,0,0,,,,,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,182632,45658,217633,60917594400,14868,0.723,214885,45.25,15.466667,,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14328099999,18.392578,-1.3,-5.866667,4.677778,0.0,,-8.314815,59.626665
HR,2020-01-07,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,,,,,,,HR,HRV,0,0,0,,,0,0,,,,,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,182632,45658,217633,60917594400,14868,0.723,214885,45.25,15.466667,,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14328099999,18.392578,-0.622222,-6.183333,5.938889,0.0,,-7.703704,60.842104
HR,2020-01-08,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,,,,,,,HR,HRV,0,0,0,,,0,0,,,,,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,182632,45658,217633,60917594400,14868,0.723,214885,45.25,15.466667,,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14328099999,18.392578,0.655556,-4.6,7.383333,0.0,,-4.277778,68.861506
HR,2020-01-09,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,,,,,,,HR,HRV,0,0,0,,,0,0,,,,,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,182632,45658,217633,60917594400,14868,0.723,214885,45.25,15.466667,,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14328099999,18.392578,1.5,-4.044444,8.916667,0.0,,-3.5,69.753564
HR,2020-01-10,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,,,,,,,HR,HRV,0,0,0,,,0,0,,,,,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,182632,45658,217633,60917594400,14868,0.723,214885,45.25,15.466667,,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14328099999,18.392578,3.977778,-2.25,11.494444,0.0,,-0.333333,72.768587
HR,2020-01-11,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,,,,,,,HR,HRV,0,0,0,,,0,0,,,,,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,182632,45658,217633,60917594400,14868,0.723,214885,45.25,15.466667,,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14328099999,18.392578,1.566667,-2.083333,6.966667,0.0,,-0.845679,83.912622
HR,2020-01-12,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,,,,,,,HR,HRV,0,0,0,,,0,0,,,,,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,182632,45658,217633,60917594400,14868,0.723,214885,45.25,15.466667,,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14328099999,18.392578,1.694444,-2.461111,6.944444,0.0,,-2.679012,73.323255
HR,2020-01-13,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,,,,,,,HR,HRV,0,0,0,,,0,0,,,,,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,182632,45658,217633,60917594400,14868,0.723,214885,45.25,15.466667,,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14328099999,18.392578,0.905556,-4.133333,6.622222,0.0,,-3.049383,74.903684
HR,2020-01-14,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,,,,,,,HR,HRV,0,0,0,,,0,0,,,,,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,182632,45658,217633,60917594400,14868,0.723,214885,45.25,15.466667,,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14328099999,18.392578,2.727778,-2.011111,7.877778,0.0,,-0.291667,76.533387
HR,2020-01-15,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,,,,,,,HR,HRV,0,0,0,,,0,0,,,,,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,182632,45658,217633,60917594400,14868,0.723,214885,45.25,15.466667,,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14328099999,18.392578,3.727778,-1.227778,9.85,0.0,,0.580247,79.779317
HR,2020-01-16,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,,,,,,,HR,HRV,0,0,0,,,0,0,,,,,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,182632,45658,217633,60917594400,14868,0.723,214885,45.25,15.466667,,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14328099999,18.392578,4.272222,-0.772222,9.333333,0.0,,1.111111,80.417037
HR,2020-01-17,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,,,,,,,HR,HRV,0,0,0,,,0,0,,,,,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,182632,45658,217633,60917594400,14868,0.723,214885,45.25,15.466667,,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14328099999,18.392578,2.605556,0.461111,4.955556,0.0,,0.222222,85.137076
HR,2020-01-18,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,,,,,,,HR,HRV,0,0,0,,,0,0,,,,,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,182632,45658,217633,60917594400,14868,0.723,214885,45.25,15.466667,,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14328099999,18.392578,1.272222,-0.022222,2.605556,0.0,,-0.419753,88.50203
HR,2020-01-19,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,,,,,,,HR,HRV,0,0,0,,,0,0,,,,,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,182632,45658,217633,60917594400,14868,0.723,214885,45.25,15.466667,,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14328099999,18.392578,1.922222,-0.183333,4.661111,1.806222,21.771429,-0.796296,83.565901
HR,2020-01-20,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,,,,,,,HR,HRV,0,0,0,,,0,0,,,,,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,182632,45658,217633,60917594400,14868,0.723,214885,45.25,15.466667,,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14328099999,18.392578,1.466667,-0.461111,2.583333,0.5588,27.093333,-1.154321,84.508023
HR,2020-01-21,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,,,,,,,HR,HRV,0,0,0,,,0,0,,,,,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,182632,45658,217633,60917594400,14868,0.723,214885,45.25,15.466667,,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14328099999,18.392578,1.761111,-3.094444,5.877778,0.1016,10.16,-3.382716,69.59846
HR,2020-01-22,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,,,,,,,HR,HRV,0,0,0,,,0,0,,,,,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,182632,45658,217633,60917594400,14868,0.723,214885,45.25,15.466667,,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14328099999,18.392578,1.75,-3.044444,9.35,0.0,,-3.864198,68.46035
HR,2020-01-23,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,,,,,,,HR,HRV,0,0,0,,,0,0,,,,,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,182632,45658,217633,60917594400,14868,0.723,214885,45.25,15.466667,,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14328099999,18.392578,0.711111,-3.433333,5.327778,0.0,,-4.061728,72.401648
HR,2020-01-24,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,,,,,,,HR,HRV,0,0,0,,,0,0,,,,,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,182632,45658,217633,60917594400,14868,0.723,214885,45.25,15.466667,,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14328099999,18.392578,2.5,-3.033333,9.655556,0.0,,-3.141975,67.805177
HR,2020-01-25,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,,,,,,,HR,HRV,0,0,0,,,0,0,,,,,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,182632,45658,217633,60917594400,14868,0.723,214885,45.25,15.466667,,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14328099999,18.392578,6.094444,1.961111,9.683333,1.806222,,3.611111,83.464402
HR,2020-01-26,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,,,,,,,HR,HRV,0,0,0,,,0,0,,,,,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,182632,45658,217633,60917594400,14868,0.723,214885,45.25,15.466667,,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14328099999,18.392578,5.094444,3.061111,7.405556,4.882444,30.48,4.117284,93.154673
HR,2020-01-27,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,,,,,,,HR,HRV,0,0,0,,,0,0,,,,,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,182632,45658,217633,60917594400,14868,0.723,214885,45.25,15.466667,,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,14328099999,18.392578,4.122222,1.905556,6.516667,0.4318,20.32,2.635802,89.508369
HR,2020-01-28,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,,,,,,,HR,HRV,0,0,0,,,0,0,,,,,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,182632,45658,217633,60917594400,14868,0.723,214885,45.25,15.466667,,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,14328099999,18.392578,8.394444,1.788889,12.255556,1.382889,20.32,4.907407,79.56777
HR,2020-01-29,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,,,,,,,HR,HRV,0,0,0,,,0,0,,,,,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,182632,45658,217633,60917594400,14868,0.723,214885,45.25,15.466667,,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,14328099999,18.392578,4.744444,0.916667,9.655556,4.953,10.16,2.117284,82.086079
HR,2020-01-30,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,,,,,,,HR,HRV,0,0,0,,,0,0,,,,,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,182632,45658,217633,60917594400,14868,0.723,214885,45.25,15.466667,,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,14328099999,18.392578,4.805556,-1.294444,11.438889,0.0,10.16,-1.283951,64.022451
HR,2020-01-31,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,,,,,,,HR,HRV,0,0,0,,,0,0,,,,,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,182632,45658,217633,60917594400,14868,0.723,214885,45.25,15.466667,,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,14328099999,18.392578,9.888889,3.283333,13.711111,0.127,10.16,4.67284,70.388243
HR,2020-02-01,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,,,,,,,HR,HRV,0,0,0,,,0,0,,,,,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,182632,45658,217633,60917594400,14868,0.723,214885,45.25,15.466667,,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,14328099999,18.392578,10.672222,5.511111,13.833333,1.3462,,7.135802,79.061786
HR,2020-02-02,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,,,,,,,HR,HRV,0,0,0,,,0,0,,,,,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,182632,45658,217633,60917594400,14868,0.723,214885,45.25,15.466667,,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,14328099999,18.392578,11.527778,7.305556,14.783333,0.9398,,7.141975,75.202245
HR,2020-02-03,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,,,,,,,HR,HRV,0,0,0,,,0,0,,,,,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,182632,45658,217633,60917594400,14868,0.723,214885,45.25,15.466667,,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,11.11,14328099999,18.392578,12.144444,9.077778,15.161111,0.0,,7.987654,76.380894
HR,2020-02-04,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,,,,,,,HR,HRV,0,0,0,,,0,0,,,,,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,182632,45658,217633,60917594400,14868,0.723,214885,45.25,15.466667,,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,0,13.89,14328099999,18.392578,8.377778,2.311111,14.033333,3.922889,,4.604938,76.779698
HR,2020-02-05,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,,,,,,,HR,HRV,0,0,0,,,0,0,,,,,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,182632,45658,217633,60917594400,14868,0.723,214885,45.25,15.466667,,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,0,13.89,14328099999,18.392578,2.877778,-1.822222,6.711111,4.8006,,-5.506173,56.065315
HR,2020-02-06,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,,,,,,,HR,HRV,0,0,0,,,0,0,,,,,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,182632,45658,217633,60917594400,14868,0.723,214885,45.25,15.466667,,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,0,13.89,14328099999,18.392578,2.522222,-2.35,8.272222,0.5588,,-9.166667,41.844133
HR,2020-02-07,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,,,,,,,HR,HRV,0,0,0,,,0,0,,,,,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,182632,45658,217633,60917594400,14868,0.723,214885,45.25,15.466667,,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,0,13.89,14328099999,18.392578,1.894444,-3.516667,9.338889,0.0,,-6.290123,55.519282
HR,2020-02-08,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,,,,,,,HR,HRV,0,0,0,,,0,0,,,,,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,182632,45658,217633,60917594400,14868,0.723,214885,45.25,15.466667,,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,0,13.89,14328099999,18.392578,2.838889,-3.105556,9.922222,0.0,,-3.154321,63.703777
